# Datetime (UTC)	T (°C)	P (hPa)	Humidity (%)
2020-01-04T20:30:00	-0.2	983.4	81.3
2020-01-04T20:40:00	-0.2	983.7	81.5
2020-01-04T20:50:00	-0.2	984.0	81.0
2020-01-04T21:00:00	-0.1	984.2	80.8
2020-01-04T21:10:00	-0.1	984.5	80.4
2020-01-04T21:20:00	-0.1	984.7	79.2
2020-01-04T21:30:00	-0.1	985.0	78.3
2020-01-04T21:40:00	-0.1	985.3	79.3
2020-01-04T21:50:00	-0.3	985.4	79.8
2020-01-04T22:00:00	-0.3	985.8	80.8
2020-01-04T22:10:00	-0.3	986.1	79.3
2020-01-04T22:20:00	-0.3	986.2	77.2
2020-01-04T22:30:00	-0.2	986.5	72.4
2020-01-04T22:40:00	-0.2	986.6	70.4
2020-01-04T22:50:00	-0.2	986.9	67.5
2020-01-04T23:00:00	-0.2	987.3	67.1
2020-01-04T23:10:00	-0.2	987.4	66.2
2020-01-04T23:20:00	-0.3	987.8	66.6
2020-01-04T23:30:00	-0.3	988.0	66.1
2020-01-04T23:40:00	-0.3	988.2	67.5
2020-01-04T23:50:00	-0.3	988.6	65.3
2020-01-05T00:00:00	-0.5	988.8	64.2
2020-01-05T00:10:00	-0.5	989.1	64.1
2020-01-05T00:20:00	-0.5	989.3	64.3
2020-01-05T00:30:00	-0.5	989.5	64.8
2020-01-05T00:40:00	-0.5	989.8	65.4
2020-01-05T00:50:00	-0.5	990.2	65.5
2020-01-05T01:00:00	-0.4	990.4	64.9
2020-01-05T01:10:00	-0.4	990.6	65.0
2020-01-05T01:20:00	-0.4	990.7	64.3
2020-01-05T01:30:00	-0.4	991.0	65.0
2020-01-05T01:40:00	-0.8	991.4	69.9
2020-01-05T01:50:00	-1.0	991.7	71.8
2020-01-05T02:00:00	-0.9	992.1	71.5
2020-01-05T02:10:00	-0.9	992.5	71.4
2020-01-05T02:20:00	-0.9	992.6	72.5
2020-01-05T02:30:00	-0.9	993.0	73.9
2020-01-05T02:40:00	-1.0	993.0	74.2
2020-01-05T02:50:00	-1.0	993.4	74.4
2020-01-05T03:00:00	-1.0	993.4	76.1
2020-01-05T03:10:00	-1.0	993.8	76.3
2020-01-05T03:20:00	-1.0	994.1	74.6
2020-01-05T03:30:00	-0.9	994.4	72.9
2020-01-05T03:40:00	-0.9	994.6	69.7
2020-01-05T03:50:00	-0.9	994.9	69.0
2020-01-05T04:00:00	-1.1	995.4	71.4
2020-01-05T04:10:00	-1.3	995.7	72.6
2020-01-05T04:20:00	-1.5	995.7	73.2
2020-01-05T04:30:00	-1.6	996.2	73.1
2020-01-05T04:40:00	-1.6	996.6	73.5
2020-01-05T04:50:00	-1.6	996.9	72.8
2020-01-05T05:00:00	-1.5	997.0	72.2
2020-01-05T05:10:00	-1.5	997.4	72.4
2020-01-05T05:20:00	-1.5	997.8	72.7
2020-01-05T05:30:00	-1.5	998.2	73.3
2020-01-05T05:40:00	-1.4	998.6	73.3
2020-01-05T05:50:00	-1.4	998.7	73.2
2020-01-05T06:00:00	-1.4	999.0	73.3
2020-01-05T06:10:00	-1.3	999.2	73.4
2020-01-05T06:20:00	-1.3	999.6	73.0
2020-01-05T06:30:00	-1.2	1000.0	73.0
2020-01-05T06:40:00	-1.1	1000.5	72.2
2020-01-05T06:50:00	-1.1	1001.0	72.2
2020-01-05T07:00:00	-1.0	1001.3	71.3
2020-01-05T07:10:00	-1.0	1001.5	70.9
2020-01-05T07:20:00	-1.1	1002.1	72.0
2020-01-05T07:30:00	-1.1	1002.5	72.3
2020-01-05T07:40:00	-1.2	1002.6	71.6
2020-01-05T07:50:00	-1.3	1002.8	70.3
2020-01-05T08:00:00	-1.3	1003.1	69.9
2020-01-05T08:10:00	-1.4	1003.3	66.9
2020-01-05T08:20:00	-1.4	1003.8	66.7
2020-01-05T08:30:00	-1.4	1004.2	66.9
2020-01-05T08:40:00	-1.5	1004.3	67.8
2020-01-05T08:50:00	-1.5	1004.6	69.1
2020-01-05T09:00:00	-1.6	1005.0	70.6
2020-01-05T09:10:00	-1.6	1005.3	71.4
2020-01-05T09:20:00	-1.7	1005.5	71.4
2020-01-05T09:30:00	-1.6	1005.5	68.8
2020-01-05T09:40:00	-1.6	1005.8	68.5
2020-01-05T09:50:00	-1.7	1006.1	70.1
2020-01-05T10:00:00	-1.7	1006.3	71.0
2020-01-05T10:10:00	-1.7	1006.5	70.4
2020-01-05T10:20:00	-1.7	1006.6	69.0
2020-01-05T10:30:00	-1.7	1006.7	68.1
2020-01-05T10:40:00	-1.8	1007.0	68.0
2020-01-05T10:50:00	-1.8	1007.0	68.2
2020-01-05T11:00:00	-2.0	1007.4	67.6
2020-01-05T11:10:00	-2.0	1007.4	67.5
2020-01-05T11:20:00	-2.1	1007.8	66.8
2020-01-05T11:30:00	-2.1	1007.8	67.5
2020-01-05T11:40:00	-2.1	1007.9	66.8
2020-01-05T11:50:00	-2.1	1007.8	65.9
2020-01-05T12:00:00	-2.3	1008.1	65.8
2020-01-05T12:10:00	-2.5	1008.1	65.5
2020-01-05T12:20:00	-2.7	1008.2	66.0
2020-01-05T12:30:00	-2.9	1008.5	66.3
2020-01-05T12:40:00	-3.1	1008.7	67.2
2020-01-05T12:50:00	-3.2	1009.0	67.8
2020-01-05T13:00:00	-3.4	1009.2	68.0
2020-01-05T13:10:00	-3.6	1009.4	67.9
2020-01-05T13:20:00	-3.7	1009.7	67.2
2020-01-05T13:30:00	-3.9	1009.8	67.4
2020-01-05T13:40:00	-4.1	1010.2	66.8
2020-01-05T13:50:00	-4.2	1010.5	67.2
2020-01-05T14:00:00	-4.5	1010.6	67.7
2020-01-05T14:10:00	-4.7	1010.6	68.6
2020-01-05T14:20:00	-4.8	1011.0	69.7
2020-01-05T14:30:00	-4.9	1011.3	69.8
2020-01-05T14:40:00	-5.0	1011.4	69.6
2020-01-05T14:50:00	-5.1	1011.5	68.3
2020-01-05T15:00:00	-5.3	1011.4	68.5
2020-01-05T15:10:00	-5.4	1011.9	69.4
2020-01-05T15:20:00	-5.5	1011.8	69.2
2020-01-05T15:30:00	-5.6	1011.8	68.6
2020-01-05T15:40:00	-5.7	1011.9	68.3
2020-01-05T15:50:00	-5.8	1011.9	68.9
2020-01-05T16:00:00	-5.9	1012.1	69.3
2020-01-05T16:10:00	-6.0	1012.1	70.5
2020-01-05T16:20:00	-6.2	1012.1	71.5
2020-01-05T16:30:00	-6.3	1012.2	72.6
2020-01-05T16:40:00	-6.4	1012.3	73.9
2020-01-05T16:50:00	-6.7	1012.3	75.2
2020-01-05T17:00:00	-6.9	1012.3	77.2
2020-01-05T17:10:00	-7.1	1012.3	77.7
2020-01-05T17:20:00	-7.3	1012.2	79.1
2020-01-05T17:30:00	-7.5	1012.5	80.2
2020-01-05T17:40:00	-7.7	1012.6	81.0
2020-01-05T17:50:00	-7.9	1012.6	81.8
2020-01-05T18:00:00	-8.1	1012.6	83.8
2020-01-05T18:10:00	-8.2	1012.7	84.2
2020-01-05T18:20:00	-8.1	1012.9	84.7
2020-01-05T18:30:00	-8.0	1012.7	84.5
2020-01-05T18:40:00	-7.9	1012.6	84.7
2020-01-05T18:50:00	-8.4	1012.5	84.5
2020-01-05T19:00:00	-8.6	1012.5	85.3
2020-01-05T19:10:00	-8.6	1012.2	86.0
2020-01-05T19:20:00	-8.6	1012.2	86.1
2020-01-05T19:30:00	-8.6	1012.1	86.3
2020-01-05T19:40:00	-8.7	1012.1	85.7
2020-01-05T19:50:00	-8.8	1012.1	86.0
2020-01-05T20:00:00	-9.0	1012.0	86.4
2020-01-05T20:10:00	-9.1	1012.2	86.5
2020-01-05T20:20:00	-8.9	1011.9	86.5
2020-01-05T20:30:00	-8.8	1011.9	85.9
2020-01-05T20:40:00	-8.7	1011.9	85.1
2020-01-05T20:50:00	-8.5	1012.1	83.2
2020-01-05T21:00:00	-8.6	1012.1	83.6
2020-01-05T21:10:00	-8.4	1012.1	83.2
2020-01-05T21:20:00	-8.3	1011.9	82.5
2020-01-05T21:30:00	-8.2	1011.8	81.9
2020-01-05T21:40:00	-8.0	1011.8	81.7
2020-01-05T21:50:00	-8.0	1011.8	81.4
2020-01-05T22:00:00	-7.9	1011.7	81.2
2020-01-05T22:10:00	-8.0	1011.4	81.8
2020-01-05T22:20:00	-7.9	1011.4	81.7
2020-01-05T22:30:00	-7.8	1011.4	81.5
2020-01-05T22:40:00	-7.7	1011.4	81.5
2020-01-05T22:50:00	-7.6	1011.3	81.6
2020-01-05T23:00:00	-7.5	1011.2	81.3
2020-01-05T23:10:00	-7.3	1011.1	80.6
2020-01-05T23:20:00	-7.2	1011.1	80.8
2020-01-05T23:30:00	-7.1	1010.9	80.1
2020-01-05T23:40:00	-6.9	1010.9	80.1
2020-01-05T23:50:00	-6.8	1010.8	80.2
2020-01-06T00:00:00	-6.6	1010.6	80.5
2020-01-06T00:10:00	-6.5	1010.6	80.9
2020-01-06T00:20:00	-6.3	1010.6	80.8
2020-01-06T00:30:00	-6.2	1010.6	81.1
2020-01-06T00:40:00	-6.0	1010.5	81.2
2020-01-06T00:50:00	-5.9	1010.3	81.4
2020-01-06T01:00:00	-5.7	1010.2	81.5
2020-01-06T01:10:00	-5.5	1009.8	81.8
2020-01-06T01:20:00	-5.2	1009.5	81.7
2020-01-06T01:30:00	-5.0	1009.5	81.7
2020-01-06T01:40:00	-4.7	1009.4	82.1
2020-01-06T01:50:00	-4.4	1009.4	82.0
2020-01-06T02:00:00	-4.2	1009.3	81.0
2020-01-06T02:10:00	-3.8	1009.0	80.9
2020-01-06T02:20:00	-3.6	1009.0	79.7
2020-01-06T02:30:00	-3.4	1008.9	78.9
2020-01-06T02:40:00	-3.4	1008.8	78.6
2020-01-06T02:50:00	-3.4	1008.6	78.9
2020-01-06T03:00:00	-3.3	1008.6	78.6
2020-01-06T03:10:00	-3.3	1008.3	80.0
2020-01-06T03:20:00	-3.4	1008.2	80.8
2020-01-06T03:30:00	-3.5	1008.1	81.5
2020-01-06T03:40:00	-3.5	1007.8	81.9
2020-01-06T03:50:00	-3.5	1007.8	82.2
2020-01-06T04:00:00	-3.4	1007.8	82.3
2020-01-06T04:10:00	-3.3	1007.5	82.9
2020-01-06T04:20:00	-3.1	1007.3	83.4
2020-01-06T04:30:00	-3.0	1007.1	83.8
2020-01-06T04:40:00	-2.9	1007.0	84.1
2020-01-06T04:50:00	-2.7	1006.8	84.1
2020-01-06T05:00:00	-2.6	1006.6	84.0
2020-01-06T05:10:00	-2.5	1006.5	83.8
2020-01-06T05:20:00	-2.4	1006.6	83.4
2020-01-06T05:30:00	-2.3	1006.4	83.1
2020-01-06T05:40:00	-2.3	1006.3	83.4
2020-01-06T05:50:00	-2.3	1006.2	83.8
2020-01-06T06:00:00	-2.2	1006.3	84.2
2020-01-06T06:10:00	-2.2	1006.2	84.3
2020-01-06T06:20:00	-2.2	1006.2	84.8
2020-01-06T06:30:00	-2.2	1006.2	85.1
2020-01-06T06:40:00	-2.1	1006.2	85.3
2020-01-06T06:50:00	-2.1	1006.2	85.7
2020-01-06T07:00:00	-2.1	1006.2	86.0
2020-01-06T07:10:00	-2.1	1006.2	86.5
2020-01-06T07:20:00	-2.1	1006.2	86.8
2020-01-06T07:30:00	-2.0	1006.1	86.9
2020-01-06T07:40:00	-1.9	1006.0	87.1
2020-01-06T07:50:00	-1.8	1006.1	87.1
2020-01-06T08:00:00	-1.8	1006.1	87.1
2020-01-06T08:10:00	-1.7	1006.2	87.1
2020-01-06T08:20:00	-1.6	1006.2	86.9
2020-01-06T08:30:00	-1.5	1006.2	87.3
2020-01-06T08:40:00	-1.4	1006.2	87.3
2020-01-06T08:50:00	-1.3	1005.9	87.4
2020-01-06T09:00:00	-1.3	1006.0	87.5
2020-01-06T09:10:00	-1.2	1005.9	87.7
2020-01-06T09:20:00	-1.2	1005.9	87.9
2020-01-06T09:30:00	-1.1	1005.9	88.0
2020-01-06T09:40:00	-1.1	1005.9	88.1
2020-01-06T09:50:00	-1.1	1005.9	88.1
2020-01-06T10:00:00	-1.0	1005.8	88.0
2020-01-06T10:10:00	-0.9	1005.8	87.7
2020-01-06T10:20:00	-0.9	1005.8	87.5
2020-01-06T10:30:00	-0.8	1005.7	87.4
2020-01-06T10:40:00	-0.7	1005.5	87.5
2020-01-06T10:50:00	-0.7	1005.4	87.8
2020-01-06T11:00:00	-0.6	1005.4	88.2
2020-01-06T11:10:00	-0.5	1005.3	88.0
2020-01-06T11:20:00	-0.4	1005.4	87.4
2020-01-06T11:30:00	-0.3	1005.3	87.4
2020-01-06T11:40:00	-0.3	1005.4	87.7
2020-01-06T11:50:00	-0.3	1005.4	88.1
2020-01-06T12:00:00	-0.2	1005.5	88.4
2020-01-06T12:10:00	-0.2	1005.5	88.5
2020-01-06T12:20:00	-0.1	1005.5	88.6
2020-01-06T12:30:00	0.0	1005.4	88.7
2020-01-06T12:40:00	0.0	1005.4	89.0
2020-01-06T12:50:00	0.1	1005.6	88.9
2020-01-06T13:00:00	0.2	1005.5	88.8
2020-01-06T13:10:00	0.3	1005.6	88.7
2020-01-06T13:20:00	0.3	1005.7	88.5
2020-01-06T13:30:00	0.4	1005.7	88.2
2020-01-06T13:40:00	0.5	1005.7	87.7
2020-01-06T13:50:00	0.4	1005.8	87.2
2020-01-06T14:00:00	0.4	1005.8	86.9
2020-01-06T14:10:00	0.4	1005.8	87.1
2020-01-06T14:20:00	0.4	1005.8	86.3
2020-01-06T14:30:00	0.3	1005.9	85.9
2020-01-06T14:40:00	0.3	1006.1	85.9
2020-01-06T14:50:00	0.1	1006.2	86.4
2020-01-06T15:00:00	0.0	1006.6	87.5
2020-01-06T15:10:00	0.0	1006.6	88.1
2020-01-06T15:20:00	0.0	1006.5	88.6
2020-01-06T15:30:00	-0.1	1006.5	89.0
2020-01-06T15:40:00	-0.1	1006.5	89.3
2020-01-06T15:50:00	-0.1	1006.3	89.5
2020-01-06T16:00:00	-0.1	1006.3	89.6
2020-01-06T16:10:00	-0.1	1006.4	89.8
2020-01-06T16:20:00	0.0	1006.5	90.0
2020-01-06T16:30:00	0.0	1006.4	90.2
2020-01-06T16:40:00	0.0	1006.5	90.3
2020-01-06T16:50:00	0.0	1006.3	90.4
2020-01-06T17:00:00	0.1	1006.2	90.5
2020-01-06T17:10:00	0.1	1006.2	90.6
2020-01-06T17:20:00	0.2	1006.2	90.7
2020-01-06T17:30:00	0.3	1006.3	90.8
2020-01-06T17:40:00	0.3	1006.3	90.9
2020-01-06T17:50:00	0.3	1006.5	90.9
2020-01-06T18:00:00	0.3	1006.5	91.0
2020-01-06T18:10:00	0.4	1006.3	91.1
2020-01-06T18:20:00	0.4	1006.5	91.1
2020-01-06T18:30:00	0.4	1006.6	91.2
2020-01-06T18:40:00	0.4	1006.6	91.3
2020-01-06T18:50:00	0.5	1006.6	91.3
2020-01-06T19:00:00	0.5	1006.6	91.4
2020-01-06T19:10:00	0.5	1006.6	91.4
2020-01-06T19:20:00	0.5	1006.6	91.5
2020-01-06T19:30:00	0.5	1006.6	91.5
2020-01-06T19:40:00	0.5	1006.5	91.5
2020-01-06T19:50:00	0.6	1006.5	91.6
2020-01-06T20:00:00	0.6	1006.5	91.6
2020-01-06T20:10:00	0.6	1006.6	91.6
2020-01-06T20:20:00	0.6	1006.5	91.6
2020-01-06T20:30:00	0.6	1006.6	91.7
2020-01-06T20:40:00	0.6	1006.6	91.7
2020-01-06T20:50:00	0.6	1006.6	91.7
2020-01-06T21:00:00	0.7	1006.7	91.8
2020-01-06T21:10:00	0.8	1006.9	91.8
2020-01-06T21:20:00	0.8	1006.9	91.8
2020-01-06T21:30:00	0.9	1006.7	91.8
2020-01-06T21:40:00	1.0	1006.7	91.8
2020-01-06T21:50:00	1.2	1007.0	91.9
2020-01-06T22:00:00	1.2	1006.9	91.9
2020-01-06T22:10:00	1.3	1007.0	91.9
2020-01-06T22:20:00	1.3	1006.9	91.9
2020-01-06T22:30:00	1.5	1006.7	91.9
2020-01-06T22:40:00	1.6	1006.7	92.0
2020-01-06T22:50:00	1.7	1006.6	92.0
2020-01-06T23:00:00	1.7	1006.6	92.0
2020-01-06T23:10:00	1.7	1006.6	92.0
2020-01-06T23:20:00	1.7	1006.6	92.0
2020-01-06T23:30:00	1.7	1006.6	92.0
2020-01-06T23:40:00	1.7	1006.6	91.9
2020-01-06T23:50:00	1.6	1006.8	91.9
2020-01-07T00:00:00	1.6	1006.7	91.8
2020-01-07T00:10:00	1.6	1006.7	91.8
2020-01-07T00:20:00	1.6	1006.8	91.7
2020-01-07T00:30:00	1.5	1006.7	91.6
2020-01-07T00:40:00	1.5	1006.8	91.5
2020-01-07T00:50:00	1.4	1006.9	91.3
2020-01-07T01:00:00	1.3	1006.9	91.2
2020-01-07T01:10:00	1.2	1007.0	91.0
2020-01-07T01:20:00	1.1	1007.0	90.6
2020-01-07T01:30:00	1.0	1007.0	90.3
2020-01-07T01:40:00	1.0	1007.0	90.2
2020-01-07T01:50:00	1.0	1007.0	90.3
2020-01-07T02:00:00	0.9	1006.8	90.3
2020-01-07T02:10:00	0.9	1006.7	90.5
2020-01-07T02:20:00	0.9	1006.7	90.6
2020-01-07T02:30:00	0.9	1006.6	90.6
2020-01-07T02:40:00	1.0	1006.6	90.7
2020-01-07T02:50:00	1.0	1006.6	90.7
2020-01-07T03:00:00	1.0	1006.6	90.7
2020-01-07T03:10:00	1.0	1006.5	90.8
2020-01-07T03:20:00	1.0	1006.3	90.9
2020-01-07T03:30:00	1.0	1006.3	91.0
2020-01-07T03:40:00	1.0	1006.3	91.0
2020-01-07T03:50:00	1.1	1006.3	91.1
2020-01-07T04:00:00	1.1	1006.2	91.2
2020-01-07T04:10:00	1.2	1006.2	91.2
2020-01-07T04:20:00	1.2	1006.4	91.2
2020-01-07T04:30:00	1.3	1006.5	91.3
2020-01-07T04:40:00	1.3	1006.5	91.3
2020-01-07T04:50:00	1.4	1006.5	91.3
2020-01-07T05:00:00	1.4	1006.3	91.3
2020-01-07T05:10:00	1.5	1006.5	91.2
2020-01-07T05:20:00	1.5	1006.5	91.2
2020-01-07T05:30:00	1.6	1006.6	91.1
2020-01-07T05:40:00	1.7	1006.6	90.8
2020-01-07T05:50:00	1.8	1006.5	90.2
2020-01-07T06:00:00	1.8	1006.4	89.8
2020-01-07T06:10:00	1.8	1006.5	89.6
2020-01-07T06:20:00	1.8	1006.6	89.5
2020-01-07T06:30:00	1.8	1006.5	89.3
2020-01-07T06:40:00	1.8	1006.5	89.4
2020-01-07T06:50:00	1.8	1006.5	89.5
2020-01-07T07:00:00	1.9	1006.6	89.3
2020-01-07T07:10:00	2.0	1006.6	89.1
2020-01-07T07:20:00	2.0	1006.6	89.1
2020-01-07T07:30:00	2.0	1006.6	89.4
2020-01-07T07:40:00	2.1	1006.7	89.6
2020-01-07T07:50:00	2.1	1006.8	89.8
2020-01-07T08:00:00	2.2	1006.9	89.9
2020-01-07T08:10:00	2.2	1006.8	89.8
2020-01-07T08:20:00	2.3	1006.9	89.5
2020-01-07T08:30:00	2.2	1006.8	89.5
2020-01-07T08:40:00	2.2	1006.8	89.6
2020-01-07T08:50:00	2.2	1006.9	89.7
2020-01-07T09:00:00	2.2	1007.0	89.8
2020-01-07T09:10:00	2.2	1007.0	89.8
2020-01-07T09:20:00	2.2	1006.9	89.9
2020-01-07T09:30:00	2.2	1006.9	89.9
2020-01-07T09:40:00	2.3	1006.7	89.7
2020-01-07T09:50:00	2.4	1006.9	89.3
2020-01-07T10:00:00	2.4	1006.9	89.1
2020-01-07T10:10:00	2.4	1006.6	88.9
2020-01-07T10:20:00	2.4	1006.6	88.7
2020-01-07T10:30:00	2.4	1006.6	88.5
2020-01-07T10:40:00	2.4	1006.6	88.3
2020-01-07T10:50:00	2.4	1006.6	88.2
2020-01-07T11:00:00	2.4	1006.6	88.5
2020-01-07T11:10:00	2.4	1006.6	88.6
2020-01-07T11:20:00	2.4	1006.6	88.8
2020-01-07T11:30:00	2.4	1006.6	88.8
2020-01-07T11:40:00	2.4	1006.7	89.2
2020-01-07T11:50:00	2.4	1006.7	89.5
2020-01-07T12:00:00	2.4	1006.7	89.7
2020-01-07T12:10:00	2.4	1006.9	90.0
2020-01-07T12:20:00	2.4	1006.8	90.1
2020-01-07T12:30:00	2.4	1006.6	90.3
2020-01-07T12:40:00	2.5	1006.6	90.4
2020-01-07T12:50:00	2.5	1006.6	90.5
2020-01-07T13:00:00	2.5	1006.6	90.6
2020-01-07T13:10:00	2.6	1006.7	90.6
2020-01-07T13:20:00	2.6	1006.7	90.6
2020-01-07T13:30:00	2.6	1006.8	90.7
2020-01-07T13:40:00	2.7	1006.9	90.7
2020-01-07T13:50:00	2.7	1006.8	90.8
2020-01-07T14:00:00	2.8	1006.6	90.9
2020-01-07T14:10:00	2.8	1006.6	91.0
2020-01-07T14:20:00	2.9	1006.7	91.1
2020-01-07T14:30:00	2.8	1006.6	91.1
2020-01-07T14:40:00	2.9	1006.6	91.1
2020-01-07T14:50:00	2.9	1006.6	91.1
2020-01-07T15:00:00	3.0	1006.6	91.0
2020-01-07T15:10:00	3.0	1006.6	91.0
2020-01-07T15:20:00	3.1	1006.6	91.1
2020-01-07T15:30:00	3.2	1006.7	91.0
2020-01-07T15:40:00	3.2	1006.6	91.0
2020-01-07T15:50:00	3.2	1006.6	90.9
2020-01-07T16:00:00	3.3	1006.7	90.9
2020-01-07T16:10:00	3.4	1006.9	90.8
2020-01-07T16:20:00	3.4	1007.0	90.8
2020-01-07T16:30:00	3.5	1007.0	90.7
2020-01-07T16:40:00	3.6	1006.7	90.6
2020-01-07T16:50:00	3.6	1006.9	90.4
2020-01-07T17:00:00	3.7	1006.9	90.2
2020-01-07T17:10:00	3.7	1006.6	89.9
2020-01-07T17:20:00	3.7	1006.6	89.8
2020-01-07T17:30:00	3.8	1006.5	89.6
2020-01-07T17:40:00	3.8	1006.3	89.5
2020-01-07T17:50:00	3.7	1006.3	89.7
2020-01-07T18:00:00	3.7	1006.5	89.9
2020-01-07T18:10:00	3.7	1006.5	90.1
2020-01-07T18:20:00	3.7	1006.4	90.1
2020-01-07T18:30:00	3.6	1006.2	89.7
2020-01-07T18:40:00	3.7	1006.2	89.0
2020-01-07T18:50:00	3.7	1006.0	88.3
2020-01-07T19:00:00	3.7	1005.9	87.9
2020-01-07T19:10:00	3.6	1005.9	88.0
2020-01-07T19:20:00	3.6	1005.9	87.7
2020-01-07T19:30:00	3.7	1005.9	87.2
2020-01-07T19:40:00	3.7	1005.8	86.9
2020-01-07T19:50:00	3.6	1005.9	87.2
2020-01-07T20:00:00	3.6	1005.8	87.2
2020-01-07T20:10:00	3.6	1005.6	87.0
2020-01-07T20:20:00	3.6	1005.1	86.4
2020-01-07T20:30:00	3.5	1005.3	86.0
2020-01-07T20:40:00	3.5	1005.3	85.8
2020-01-07T20:50:00	3.5	1005.3	85.9
2020-01-07T21:00:00	3.4	1005.4	86.3
2020-01-07T21:10:00	3.4	1005.2	86.2
2020-01-07T21:20:00	3.4	1005.3	85.7
2020-01-07T21:30:00	3.3	1005.3	85.8
2020-01-07T21:40:00	3.3	1005.4	85.5
2020-01-07T21:50:00	3.1	1005.0	86.4
2020-01-07T22:00:00	3.1	1005.0	86.1
2020-01-07T22:10:00	3.1	1004.9	86.2
2020-01-07T22:20:00	3.0	1004.7	86.4
2020-01-07T22:30:00	3.1	1004.6	85.9
2020-01-07T22:40:00	3.0	1004.6	86.0
2020-01-07T22:50:00	3.0	1004.5	85.5
2020-01-07T23:00:00	3.1	1004.6	85.1
2020-01-07T23:10:00	3.1	1004.7	84.5
2020-01-07T23:20:00	3.0	1004.5	85.1
2020-01-07T23:30:00	3.0	1004.5	85.5
2020-01-07T23:40:00	2.8	1004.7	86.1
2020-01-07T23:50:00	2.8	1004.4	86.4
2020-01-08T00:00:00	2.8	1004.5	86.3
2020-01-08T00:10:00	2.8	1004.4	85.8
2020-01-08T00:20:00	2.8	1004.3	85.6
2020-01-08T00:30:00	2.9	1004.2	84.6
2020-01-08T00:40:00	2.9	1004.4	84.3
2020-01-08T00:50:00	2.8	1004.2	84.6
2020-01-08T01:00:00	2.8	1004.2	84.3
2020-01-08T01:10:00	2.9	1003.8	84.2
2020-01-08T01:20:00	2.9	1003.9	84.5
2020-01-08T01:30:00	2.9	1003.5	84.4
2020-01-08T01:40:00	2.9	1003.6	84.3
2020-01-08T01:50:00	2.9	1003.4	84.4
2020-01-08T02:00:00	2.8	1003.4	84.7
2020-01-08T02:10:00	2.9	1003.1	84.3
2020-01-08T02:20:00	2.8	1002.9	84.5
2020-01-08T02:30:00	2.8	1002.9	84.3
2020-01-08T02:40:00	2.8	1003.0	84.5
2020-01-08T02:50:00	2.9	1003.0	84.1
2020-01-08T03:00:00	2.9	1002.8	84.3
2020-01-08T03:10:00	2.8	1002.3	84.8
2020-01-08T03:20:00	2.8	1002.3	84.9
2020-01-08T03:30:00	2.8	1001.8	85.0
2020-01-08T03:40:00	2.7	1001.2	85.1
2020-01-08T03:50:00	2.7	1001.0	85.7
2020-01-08T04:00:00	2.6	1001.0	86.4
2020-01-08T04:10:00	2.6	1001.0	86.7
2020-01-08T04:20:00	2.6	1000.7	86.5
2020-01-08T04:30:00	2.5	1000.6	87.0
2020-01-08T04:40:00	2.5	1000.5	87.2
2020-01-08T04:50:00	2.5	1000.2	87.0
2020-01-08T05:00:00	2.5	999.9	87.1
2020-01-08T05:10:00	2.5	999.8	86.8
2020-01-08T05:20:00	2.5	999.7	86.7
2020-01-08T05:30:00	2.6	999.8	86.1
2020-01-08T05:40:00	2.5	999.5	85.8
2020-01-08T05:50:00	2.6	999.5	85.4
2020-01-08T06:00:00	2.6	999.3	84.6
2020-01-08T06:10:00	2.6	999.3	84.5
2020-01-08T06:20:00	2.6	999.2	84.2
2020-01-08T06:30:00	2.6	999.0	83.9
2020-01-08T06:40:00	2.6	999.0	83.5
2020-01-08T06:50:00	2.7	998.9	83.3
2020-01-08T07:00:00	2.6	998.8	83.4
2020-01-08T07:10:00	2.6	998.6	83.8
2020-01-08T07:20:00	2.5	998.7	84.0
2020-01-08T07:30:00	2.5	998.4	84.4
2020-01-08T07:40:00	2.4	998.2	85.1
2020-01-08T07:50:00	2.4	997.8	85.5
2020-01-08T08:00:00	2.4	997.6	86.2
2020-01-08T08:10:00	2.4	997.4	86.6
2020-01-08T08:20:00	2.4	997.1	86.6
2020-01-08T08:30:00	2.3	997.0	87.1
2020-01-08T08:40:00	2.3	996.6	87.2
2020-01-08T08:50:00	2.3	996.6	87.3
2020-01-08T09:00:00	2.4	996.5	87.0
2020-01-08T09:10:00	2.4	996.3	87.3
2020-01-08T09:20:00	2.3	996.1	87.6
2020-01-08T09:30:00	2.4	996.1	87.4
2020-01-08T09:40:00	2.4	995.8	87.1
2020-01-08T09:50:00	2.4	995.8	87.0
2020-01-08T10:00:00	2.4	995.3	87.2
2020-01-08T10:10:00	2.4	995.1	87.4
2020-01-08T10:20:00	2.4	995.0	87.5
2020-01-08T10:30:00	2.4	994.9	87.7
2020-01-08T10:40:00	2.5	994.2	87.6
2020-01-08T10:50:00	2.5	993.9	88.1
2020-01-08T11:00:00	2.5	993.8	87.6
2020-01-08T11:10:00	2.6	993.9	87.4
2020-01-08T11:20:00	2.6	993.5	86.8
2020-01-08T11:30:00	2.6	993.5	87.0
2020-01-08T11:50:00	2.6	993.2	87.5
2020-01-08T12:00:00	2.6	993.1	87.8
2020-01-08T12:10:00	2.6	992.9	87.9
2020-01-08T12:20:00	2.7	992.9	87.7
2020-01-08T12:30:00	2.7	992.7	87.8
2020-01-08T12:40:00	2.7	992.6	87.7
2020-01-08T12:50:00	2.7	992.2	87.9
2020-01-08T13:00:00	2.7	992.0	87.9
2020-01-08T13:10:00	2.8	992.0	88.0
